ja_core_news_md;ja_core_news_md;https://github.com/explosion/spacy-models/releases/download/ja_core_news_md-3.0.0/ja_core_news_md-3.0.0.tar.gz
ja_core_news_lg;ja_core_news_lg;https://github.com/explosion/spacy-models/releases/download/ja_core_news_lg-3.0.0/ja_core_news_lg-3.0.0.tar.gz
it_core_news_sm;it_core_news_sm;https://github.com/explosion/spacy-models/releases/download/it_core_news_sm-3.0.0/it_core_news_sm-3.0.0.tar.gz
it_core_news_md;it_core_news_md;https://github.com/explosion/spacy-models/releases/download/it_core_news_md-3.0.0/it_core_news_md-3.0.0.tar.gz
it_core_news_lg;it_core_news_lg;https://github.com/explosion/spacy-models/releases/download/it_core_news_lg-3.0.0/it_core_news_lg-3.0.0.tar.gz
fr_dep_news_trf;fr_dep_news_trf;https://github.com/explosion/spacy-models/releases/download/fr_dep_news_trf-3.0.0/fr_dep_news_trf-3.0.0.tar.gz
fr_core_news_sm;fr_core_news_sm;https://github.com/explosion/spacy-models/releases/download/fr_core_news_sm-3.0.0/fr_core_news_sm-3.0.0.tar.gz
fr_core_news_md;fr_core_news_md;https://github.com/explosion/spacy-models/releases/download/fr_core_news_md-3.0.0/fr_core_news_md-3.0.0.tar.gz
fr_core_news_lg;fr_core_news_lg;https://github.com/explosion/spacy-models/releases/download/fr_core_news_lg-3.0.0/fr_core_news_lg-3.0.0.tar.gz
es_dep_news_trf;es_dep_news_trf;https://github.com/explosion/spacy-models/releases/download/es_dep_news_trf-3.0.0/es_dep_news_trf-3.0.0.tar.gz
es_core_news_sm;es_core_news_sm;https://github.com/explosion/spacy-models/releases/download/es_core_news_sm-3.0.0/es_core_news_sm-3.0.0.tar.gz
es_core_news_md;es_core_news_md;https://github.com/explosion/spacy-models/releases/download/es_core_news_md-3.0.0/es_core_news_md-3.0.0.tar.gz
es_core_news_lg;es_core_news_lg;https://github.com/explosion/spacy-models/releases/download/es_core_news_lg-3.0.0/es_core_news_lg-3.0.0.tar.gz
